,0,0
330,Ga1Sr2Y0.5Ca0.5Cu2O7,35
628,Tl1Sr2Ca0.4Y0.6Cu2O7,35
727,Y0.6Pr0.4Ba2Cu3O6.965,35
860,Mg1B1.896C0.104,35
913,La1.834Sr0.166Cu1O4,35
1564,Y1Ba2Cu2.94Zn0.06O6.73,35
1748,Y1Ba2Cu2.95Zn0.05O6.72,35
2833,Er1Ba2Cu3O6.15,35
3477,Y0.7Ca0.3Ba2Cu3O6.12,35
3613,Lu0.55Pr0.45Ba1.7Sr0.3Cu3O6.92,35
3801,Nd0.9Pr0.1Ba1Ca1Cu3O7,35
4207,Y1Sr0.4Ba1.6Cu2.5B0.5O7,35
5117,Sr0.83Nd0.17Cu1O2,35
5595,Ba0.68K0.32Fe1.954Co0.046As2,35
5628,Nd1Fe1As1F0.08O0.92,35
663,Hg0.85Re0.15Ba2Cu1O4.58,34.85
1742,Y0.75Ca0.25Ba2Cu3O6.008,34.85
231,La1.85Sr0.15Cu0.9975Zn0.0025O4,34.8
382,La0.7Y0.3Fe1As1F0.1O0.9,34.8
1616,La1.78Sr0.22Cu1O3.945,34.8
3034,Tb1Fe1As1O0.75,34.8
4224,Yb0.5Pr0.5Ba2Cu3O6.9,34.8
4702,La1.85Sr0.15Cu0.9975Co0.0025O4,34.8
5451,La1.8Nd0.2Cu1O4.071,34.8
3635,Mg0.91Al0.09B2,34.7
4762,Mg0.99Fe0.01B2,34.7
4908,Mg0.978Al0.022B2,34.7
5236,Sr0.15La1.85Cu1O4,34.7
3287,Y0.85Ca0.15Ba2Cu2.8Zn0.2O6.74,34.6
368,Ru0.95Rh0.05Sr2Gd1Cu2O8,34.575
4735,La1.85Sr0.15Cu0.995Ni0.005O4,34.50333333
419,Mg0.9Co0.1B2,34.5
1704,Sm1Fe0.97Ni0.03As1F0.12O0.88,34.5
658,Er0.5Pr0.5Ba2Cu3O6.82,34.4
2656,La1.73Sr0.27Cu0.94Ni0.06O4,34.4
2373,Ba0.5K0.5Fe1.92Zn0.08As2,34.3
3241,Nd1Ba2Cu3O6.65,34.3
3656,Mg0.9Al0.1B2,34.3
3033,Sm1Ba2Cu3O6.62,34.2
5318,Ba0.5K0.5Fe1.84Zn0.16As2,34.2
2649,Nd1Fe1As0.8P0.2F0.1O0.9,34.1
407,La1.73Sr0.27Cu0.94Co0.06O4,34
483,Ba1.6Sr0.4Yb1Cu3O6.53,34
898,Eu0.6Pr0.4Ba1.5Sr0.5Cu3O6.89,34
1017,Ba0.6Rb0.4Fe2As2,34
1022,Ba1.6Sr0.4Yb0.75Ca0.25Cu3O6.3,34
1130,La1.82Sr0.18Cu1O3.994,34
1254,Nd0.7Pr0.3Ba1Sr1Cu3O6.87,34
1286,Mg0.75Co0.25B2,34
1437,Ca0.34Na0.66Fe2As2,34
1815,Nd1Fe0.85Ru0.15As1F0.11O0.89,34
2046,Mg0.9Fe0.1B2,34
2388,Mg0.956Al0.044B2,34
2811,Mg0.8Li0.2B2,34
2909,La1.84Ca0.16Cu1O4,34
2967,Tl1Ba1.6La0.4Cu1O5,34
3365,Er1Ba2Cu2.82Co0.18O6.74,34
3524,Mg0.9Pb0.1B2,34
3702,La1.83Ca0.17Cu1O4,34
4031,La0.8Y0.2Fe1As1O0.7,34
5648,Y1Ba1Sr1Cu3O6.685,34
4360,Y0.6Pr0.4Ba2Cu3O6.8,33.9
1866,Ba0.6Na0.4Fe2As2,33.85
2033,Mg1B1.89C0.11,33.85
3586,Tb1Fe1As1O0.8,33.85
3808,La1.85Sr0.15Cu0.996Zn0.004O4,33.825
4310,Mg0.75Li0.25B2,33.7
4589,La1.812Sr0.188Cu1O4,33.7
4191,Y0.55Pr0.45Ba2Cu3O6.98,33.6
4474,La1.85Sr0.15Cu0.997Fe0.003O4,33.6
1054,Mg0.92Al0.08B2,33.55
1689,La1.855Sr0.145Cu1O4,33.55
742,Ba0.5K0.5Fe1.88Zn0.12As2,33.5
2978,La1.85Sr0.15Cu0.97Li0.03O4,33.5
5255,Pr0.2Ca0.8Ba1La1Cu3O7.1,33.5
494,Ba0.72K0.28Fe2As2,33.45
3807,Mg0.988Fe0.012B2,33.45
507,Ca0.25Na0.75Fe2As2,33.4
3535,Mg0.99Mn0.01B2,33.4
1246,Y1Ba1.9La0.1Cu3.95Zn0.05O8,33.3
2952,Mg1B1.874C0.126,33.3
445,La1.815Sr0.185Cu1O3.964,33.2
2230,Mg0.98Ir0.02B2,33.2
5198,Ca0.88Ce0.12Fe2As2,33.2
2452,Mg1B1.868C0.132,33.15
222,La1.895Ba0.105Cu1O4,33.1
388,La1.85Sr0.15Cu0.995Co0.005O4,33
563,Mg1B1.84C0.16,33
901,La1.82Sr0.18Cu1O3.987,33
949,Y0.65Pr0.35Ba2Cu3O6.95,33
1267,Bi2Sr1.56La0.44Cu1O6,33
1474,La1.862Sr0.138Cu1O4,33
1649,La1.865Sr0.135Cu1O4,33
1728,La1.86K0.14Cu1O3.97,33
1983,Y1Ba2Cu2.9Fe0.1O6.72,33
2189,La1.855Sr0.145Cu0.99Ni0.01O4,33
2625,La1.835Sr0.165Cu0.995Ni0.005O4,33
3103,Nd1.3Ba1.7Cu3O6.987,33
3204,Sm1Fe1As1F0.07O0.93,33
3888,La1.82Ca0.18Cu1O4,33
3979,Sm1Fe1As1F0.075O0.925,33
4184,Ca0.32Na0.68Fe2As2,33
4286,Gd1Ba2Cu2.7Co0.3O6.9,33
4393,La1.71Sr0.29Cu0.94Co0.06O4,33
5282,La1.883Sr0.117Cu1O4,33
5348,La1.81Sr0.19Cu0.98Ti0.02O4,33
4956,Mg0.97Fe0.03B2,32.96666667
2196,Mg1B1.7Be0.3,32.9
3963,Mg1B1.88C0.12,32.9
3156,La1.87Sr0.13Cu0.98Li0.02O4,32.85
1839,Mg1B1.9C0.1,32.84363636
2006,Ba0.5Na0.5Fe2As2,32.8
2134,Sm1Ba2Cu3O6.65,32.8
4779,La1.77Sr0.23Cu0.96Ti0.04O4,32.8
2474,La1.85Sr0.15Cu0.993Ni0.007O4,32.6
2976,Sr0.7Y0.3Cu1O2,32.6
4529,Nd1Fe1As1F0.2O0.8,32.6
1443,La0.8Y0.2Fe1As1O0.6,32.5
1721,Ru0.95Ir0.05Sr2Gd1Cu2O8,32.5
1806,Ca0.86Pr0.14Fe2As2,32.5
1965,La1.84Sr0.16Cu0.99Fe0.01O4,32.5
3209,Ba0.55K0.45Fe1.95Co0.05As2,32.5
3831,Eu0.51K0.49Fe2As2,32.5
4580,La1.77Sr0.23Cu0.94Co0.06O4,32.5
4999,La1.73Sr0.27Cu0.94Fe0.06O4,32.5
5048,La1.71Sr0.29Cu0.94Fe0.06O4,32.5
2533,Y0.8Ca0.2Ba2Cu3O6.41,32.4
4959,Mg0.915Al0.085B2,32.4
3325,Mg0.96Mn0.04B2,32.3
4411,La1.85Sr0.15Cu0.98Ti0.02O4,32.3
4575,La1.85Sr0.15Cu0.995Zn0.005O4,32.3
1192,Ru0.95Ti0.05Sr2Gd1Cu2O8,32.2
3954,Ru1Sr2Gd0.9Y0.1Cu2O8,32.2
3202,Eu0.5K0.5Fe2As2,32.16666667
13,La1.906Ba0.094Cu1O4,32
450,Er1Ba2Cu2.7Zn0.3O6.86,32
577,Y0.6Pr0.4Ba2Cu3O6.9,32
1402,La1.86Ca0.14Cu1O4,32
1872,Gd1Ba1.5Sr0.5Cu3O6.72,32
1911,Bi2Sr1.6La0.4Cu1O6,32
2609,Eu0.7Na0.3Fe2As2,32
3059,Mg0.75Fe0.25B2,32
3303,Ba0.74K0.26Fe2As2,32
4337,Y0.6Pr0.4Ba2Cu3O6.96,32
4510,Mg1B1.834C0.166,32
4801,La1.81Ca0.19Cu1O4,32
4833,La0.8Y0.2Fe1As1F0.1O0.9,32
5079,La1.9Sr0.1Cu1O3.997,32
5192,Y1Ba2Cu2.64Fe0.36O7,32
5325,Y1Ba2Cu2.64Fe0.36O7.12,32
5501,Nd1.3Ba1.7Cu3O7.14,32
5653,Sr2Cu1C0.85B0.15O5,32
4650,Sr0.85La0.15Cu1O2,31.9
2581,La1.81Sr0.19Cu0.94Co0.06O4,31.8
4240,La1.79Sr0.21Cu0.94Co0.06O4,31.8
1674,Ca0.719La0.281Fe2As2,31.7
2213,Mg0.7Li0.3B2,31.55
2163,Y1Ba2Cu3.84Zn0.16O8,31.5
5229,La1.77Sr0.23Cu0.94Ni0.06O4,31.5
5564,Mg0.5Co0.5B2,31.5
5661,Mg0.85Al0.15B2,31.5
3435,La0.5Y0.5Fe1As1F0.1O0.9,31.4
5276,Nd0.8Pr0.2Ba2Cu3O7,31.4
4166,Sm1Fe0.965Mn0.035As1F0.11O0.89,31.3
4229,Sm1Fe0.97Mn0.03As1F0.12O0.88,31.3
4807,Ce1Fe1As1H0.07O0.93,31.3
1690,Ba0.65Na0.35Fe2As2,31.25
5474,Bi2Sr1.6La0.4Cu1O6.36,31.2
5669,Ba0.4K0.6Fe2As2,31.2
199,Y1Ba2Cu3.928Zn0.072O8,31
393,La1.69Sr0.31Cu0.94Co0.06O4,31
2907,Dy1Ba2Cu2.6Ni0.4O6.83,31
3489,Y1Ba2Cu2.6Fe0.4O7,31
3684,Er1Ba2Cu2.76Co0.24O6.75,31
4303,Ba0.64Na0.36Fe2As2,31
4769,Sr2Cu1C0.86B0.14O5,31
3166,La1.85Sr0.15Cu0.995Fe0.005O4,30.82
356,Mg0.81Al0.19B2,30.8
3938,Mg1B1.826C0.174,30.8
659,Y0.55Pr0.45Ba2Cu3O6.65,30.7
2015,Y1Ba2Cu2.8Zn0.2O6.85,30.69
855,La1.85Sr0.15Cu0.99Ni0.01O4,30.675
2297,Bi2Sr1.6La0.4Cu1O6.29,30.6
3121,Sm0.9Pr0.1Ba2Cu3O6.65,30.6
3417,La1.73Sr0.27Cu1O3.913,30.6
4197,Gd0.7Pr0.3Ba2Cu3O6.95,30.6
5173,La1.85Sr0.15Cu0.9925Co0.0075O4,30.6
1107,La1.75Sr0.25Cu0.94Fe0.06O4,30.5
2959,La1.77Sr0.23Cu0.94Fe0.06O4,30.5
4254,La1.798Sr0.202Cu1O4,30.5
3064,La1.71Sr0.29Cu0.94Ni0.06O4,30.4
880,Mg1B1.81C0.19,30.335
3434,Ba0.5K0.5Fe1.9Co0.1As2,30.31
1647,La0.8Y0.2Fe1As1F0.11O0.89,30.3
4558,La1.909Ce0.091Cu1O4,30.3
2271,Mg0.75Al0.25B2,30.2
4705,Nd0.8Pr0.2Ba2Cu3O6.85,30.2
5405,La1.8Sr0.2Cu0.9975Zn0.0025O4,30.2
1698,Ba0.55K0.45Fe2As2,30.1625
3151,Ba0.5K0.5Fe1.9Zn0.1As2,30.15
3925,Mg0.91Li0.09B1.84C0.16,30.15
270,La1.83Sr0.17Cu0.99Ni0.01O4,30.1
529,Y1Ba2Cu3.924Zn0.076O8,30.1
2436,Nd1Fe0.95Co0.05As1F0.11O0.89,30.1
2869,La1Fe1As1H0.24O0.76,30.1
5436,La1Fe1As0.95Sb0.05F0.2O0.8,30.1
371,La1.875Sr0.125Cu1O4,30.04
66,Sr0.2La1.8Cu0.95Fe0.05O4,30
219,Ru0.9Sr2Y1Cu2.1O7.9,30
271,Yb0.5Pr0.5Ba1.7Sr0.3Cu3O6.93,30
525,Y0.85Ca0.15Ba2Cu2.55Co0.45O7.08,30
549,La1.85Sr0.15Cu0.996Co0.004O4,30
552,Ba1.6Sr0.4Yb0.95Ca0.05Cu3O6.56,30
769,Mg1B1.96F0.04,30
1359,La1.69Sr0.31Cu0.92Ti0.08O4,30
2114,Ru0.95Sn0.05Sr2Gd1Cu2O8,30
2181,Bi2Sr2Ca0.6Gd0.4Cu2O8,30
2547,La1Ba1Ca1Cu2.8Ni0.2O6.837,30
2641,Sr2V0.9Mg0.1Fe1As1O3,30
3196,Y1Ba2Cu2.91Zn0.09O6.77,30
3501,Sr0.9La0.1Cu0.99Ni0.01O2,30
4295,La1.73Sr0.27Cu0.94Ti0.06O4,30
4487,Mg0.88Sc0.12B2,30
4567,La1.8Ca0.2Cu1O4,30
5036,Eu0.48K0.52Fe2As2,30
5308,La1.85Sr0.15Cu0.991Ni0.009O4,30
5373,Mg0.95Mn0.05B2,30
5611,Bi2Sr1.7La0.3Cu1O6,30
3210,Dy1Ba1Sr1Cu3O6.7,29.9
4526,Mg0.89Li0.11B1.88C0.12,29.9
5204,La1.65Sr0.35Cu0.9Ti0.1O4,29.9
878,La1.85Sr0.15Cu0.995Ga0.005O4,29.8
2292,Y1Ba2Cu2.97Zn0.03O6.47,29.8
3724,Ru0.925Rh0.075Sr2Gd1Cu2O8,29.8
4700,La1.887Sr0.113Cu1O4,29.7
2958,La1.85Sr0.15Cu0.9Mg0.1O4,29.6
93,La1.84Sr0.16Cu0.99Co0.01O4,29.5
1547,La1.9Sr0.1Cu1O3.98,29.5
2057,Nd1Fe1As0.7P0.3F0.1O0.9,29.5
3441,Mg0.95Fe0.05B2,29.5
1357,Eu1Ba2Cu2.7Co0.3O6.95,29.4
1999,La1.85Sr0.15Cu0.996Fe0.004O4,29.4
5608,La1.85Sr0.15Cu0.992Zn0.008O4,29.375
2880,La2Cu0.99Zn0.01O4.099,29.3
1346,La1.889Sr0.111Cu1O4,29.2
1467,Y0.55Pr0.45Ba2Cu3O7.01,29.2
2997,Ru0.925Ti0.075Sr2Gd1Cu2O8,29.2
3930,Pr1Fe1As0.8P0.2F0.1O0.9,29.2
4864,La1.89Sr0.11Cu1O3.986,29.2
801,La1.82Sr0.18Cu0.97Fe0.03O4,29
903,Y1Ba2Cu2.9Ni0.1O6.71,29
924,La1.81Sr0.19Cu0.995Zn0.005O4,29
1483,La1.9Sr0.1Cu1O4.01,29
2073,La1.905Ba0.095Cu1O4,29
2575,La1.858Ba0.142Cu1O4,29
3323,La1.67Sr0.33Cu0.94Co0.06O4,29
4292,Sr0.2La1.8Cu0.99Zn0.01O4,29
4329,Nd1Ba2Cu3O6.67,29
4691,La1.898Ba0.102Cu1O4,29
3482,Sr1Fe2As1.4P0.6,28.93333333
4886,La1.87Sr0.13Cu0.9975Zn0.0025O4,28.92
248,Tm0.5Pr0.5Ba2Cu3O6.95,28.9
4260,La0.8Y0.2Fe0.997Mn0.003As1F0.11O0.89,28.9
5395,Ca0.941Pr0.059Fe2As2,28.9
5126,Mg0.8Al0.2B2,28.71
1181,Ba0.4Na0.6Fe2As2,28.7
2926,Eu0.56K0.44Fe2As2,28.7
4395,La1Fe1As1H0.08O0.92,28.7
5538,La1.85Sr0.15Cu0.9925Zn0.0075O4,28.7
1520,La1.81Sr0.19Cu0.94Fe0.06O4,28.6
4538,La1Fe1As0.9Sb0.1F0.2O0.8,28.6
5605,Er0.5Pr0.5Ba2Cu3O7,28.6
386,Y0.7Pr0.3Ba2Cu3O6.6,28.5
1376,La1.891Ce0.109Cu1O4,28.5
2202,Y1Ba2Cu2.9Fe0.1O6.7,28.5
2427,Mg0.9Li0.1B1.82C0.18,28.5
2996,Ca1.5Na0.5Cu1Cl2O2,28.5
4156,Bi2Sr1.43La0.57Cu1O6,28.5
1066,Sr1Fe2As1.3P0.7,28.475
2977,Ba0.75K0.25Fe2As2,28.45
1966,La1.885Sr0.115Cu1O4,28.414
467,La1.69Sr0.31Cu0.94Fe0.06O4,28.4
3157,La1Fe1As1O0.7,28.4
3331,Bi1.5Pb0.5Sr1.6La0.4Cu1O6.055,28.4
1055,La1.85Sr0.15Cu0.99Zn0.01O4,28.36
4225,La1.79Sr0.21Cu0.94Ni0.06O4,28.3
2471,Y0.9Ca0.1Ba2Cu3O6.3,28.1
3953,Mg0.94Ir0.06B2,28.1
4422,Bi1.5Pb0.5Sr1.6La0.4Cu1O6.044,28.1
433,Dy0.8Ca0.2Ba2Cu2.7Zn0.3O6.78,28
667,Mg1B1.87C0.13,28
1269,Bi1.4Pb0.6Sr1.6La0.4Cu1O6.068,28
1735,Eu0.6Pr0.4Ba1.7Sr0.3Cu3O6.93,28
1893,Sm1Fe1As0.77P0.23H0.11O0.89,28
1951,Y1Ba2Cu2.919Zn0.081O6.83,28
2138,Bi0.5La1.5Sr1Cu2O6.02,28
2879,Ba0.15La1.85Cu1O4,28
3277,Eu1.4Ba1.6Cu3O7.16,28
3375,Ca1.65Na0.35Cu1Cl2O2,28
3870,Hg1Ba2Cu0.97Zn0.03O4.027,28
4116,Gd1.25Ba1.75Cu3O6.98,28
4172,La1Ba1Ca1Cu2.7Ni0.3O6.848,28
4305,La1.929Na0.071Cu1O4,28
4615,La1.82Sr0.18Cu1O3.972,28
4640,La1.87Ca0.13Cu1O4,28
4688,Tm1Ba2Cu3O6.44,28
4785,Nd1Fe1As0.6P0.4F0.1O0.9,28
4806,Y1Ba2Cu2.931Zn0.069O6.7,28
4860,Ca1La1Ba1Cu2.88Fe0.12O7,28
5139,La1Pr0.85Sr0.15Cu1O4,28
77,La1.85Sr0.15Cu0.986Ni0.014O4,27.9
2642,La0.77Y0.23Fe0.995Mn0.005As1F0.11O0.89,27.9
406,Y1Ba2Cu2.8Fe0.2O6.76,27.8
1208,Y0.6Pr0.4Ba2Cu3O6.85,27.8
2562,La1Fe1As1O0.89,27.8
3845,Ca1.6Na0.4Cu1Cl2O2,27.8
4438,Dy0.5Pr0.5Ba2Cu3O6.9,27.8
44,La1.85Sr0.15Cu0.985Ni0.015O4,27.7
1494,Y0.69Ca0.31Ba2Cu3O6,27.7
2243,Ca1.81Na0.19Cu1Cl2O2,27.7
1700,Ce1Fe1As1F0.08O0.92,27.6
2526,Bi2Sr1.6La0.4Cu1O6.307,27.6
5078,Ca1.7Na0.3Cu1Cl2O2,27.6
5567,Eu0.64K0.36Fe2As2,27.6
2731,La1Fe0.985Ru0.015As1F0.11O0.89,27.5
879,Y0.7Pr0.3Ba2Cu3O6.85,27.4
1596,Ba1Fe1.8Ir0.2As2,27.4
5197,La1Fe0.98Ru0.02As1F0.11O0.89,27.4
3783,Sr1Fe2As1.22P0.78,27.35
3986,Mg1B1.5C0.5,27.25
2904,La1.85Sr0.15Cu0.95Li0.05O4,27.2
4015,La1.89Ce0.11Cu1O4,27.1625
245,Nd1Fe0.98Mn0.02As1F0.11O0.89,27.1
1125,Y0.5Pr0.5Ba2Cu3O6.68,27.1
4005,Mg0.79Al0.21B2,27.1
2022,Ca1.82Na0.18Cu1Cl2O2,27.055
1263,Sr1Fe2As1.2P0.8,27
1916,La1.8Sr0.2Cu0.9928Zn0.0072O4,27
3269,La1.888Sr0.112Cu1O4,27
5199,Ba1Fe1.7Ir0.3As2,27
5446,La1Fe1As0.6P0.4F0.1O0.9,27
2939,Ca1.8Na0.2Cu1Cl2O2,26.95
2343,Ca1.76Na0.24Cu1Cl2O2,26.9
4980,La1.836Sr0.164Cu0.99Ga0.01O4,26.9
5339,Sm1Fe1As1F0.14O0.86,26.9
5416,La1.83Ba0.17Cu1O4,26.9
3222,Ba0.5K0.5Fe1.9Ni0.1As2,26.75
996,La1.8Nd0.2Cu1O4.059,26.7
1511,Nd0.95Pr0.05Ba2Cu3O6.65,26.7
1230,La1.885Sr0.115Cu0.965Li0.035O4,26.5
2713,Sr2Cu1C0.91B0.09O5,26.5
3758,Nd1.45Ba1.55Cu3O7.08,26.5
4045,Ca1.75Na0.25Cu1Cl2O2,26.5
4176,La1.83Sr0.17Cu0.94Fe0.06O4,26.5
4647,La1.834Sr0.166Cu0.99Zn0.01O4,26.5
2083,La1.87Sr0.13Cu0.995Zn0.005O4,26.44
4444,La1.81Sr0.19Cu0.94Ni0.06O4,26.4
2525,La1Fe1As1F0.11O0.89,26.34666667
485,La1.8Nd0.2Cu1O4.04,26.3
4610,La1.895Sr0.105Cu1O4,26.3
2108,La1.85Sr0.15Cu0.993Fe0.007O4,26.25
1103,Y1Ba2Cu2.95Fe0.05O6.6,26.2
3690,La1.825Ba0.175Cu1O4,26.2
268,La0.8Y0.2Fe0.995Mn0.005As1F0.11O0.89,26.15
4053,La1.85Sr0.15Cu0.96Ti0.04O4,26.1
18,La1F0.05Fe1As1O0.95,26
1179,La1.845Ba0.155Cu1O4,26
1941,Ba0.76K0.24Fe2As2,26
2240,La1.903Ba0.097Cu1O4,26
2435,Y1Ba2Cu2.68Fe0.32O6.999,26
2679,La1.985Sr0.015Cu1O4.032,26
3087,Nd0.75Pr0.25Ba1Ca1Cu3O7,26
3235,Y0.6Pr0.4Ba2Cu3O6.61,26
3378,Y1Ba2Cu2.94Li0.06O6.6,26
3488,Sm0.8Pr0.2Ba2Cu3O6.85,26
4004,La1Fe1As0.8P0.2F0.1O0.9,26
4686,Eu0.7Ca0.3Ba2Cu3O6.13,26
5253,Ca1.825Na0.175Cu1Cl2O2,26
2739,Y0.5Pr0.5Ba2Cu3O7,25.93
264,Ba0.5K0.5Fe1.96Mn0.04As2,25.85
1667,Ba1Fe1.82Ru0.18As2,25.8
1986,Y0.8Ca0.2Ba2Cu3O6.32,25.8
5130,Sr1.9Ca0.1V1Fe1As1O3,25.8
5187,La1Fe1As1O0.85,25.76666667
2071,La1Fe1As0.8P0.2F0.05O0.95,25.61
595,Mg0.854Au0.146B2,25.6
1033,Sm0.8Pr0.2Ba2Cu3O6.7,25.6
2966,La1.8Nd0.2Cu1O4.093,25.6
3527,La0.9Y0.1Fe1As1O0.6,25.6
4944,La1Fe0.97Ru0.03As1F0.11O0.89,25.6
5420,Ba0.64K0.36Fe2As2,25.6
1744,La1.8Sr0.2Cu0.995Fe0.005O4,25.5
3442,Mg1B1.792C0.208,25.5
3504,Ru0.99Co0.01Sr2Gd1Cu2O8,25.5
3599,La0.89Sr0.11Fe1As1O1,25.5
4459,La1Fe0.98Zn0.02As1F0.1O0.9,25.5
5233,La1.823Ba0.177Cu1O4,25.5
5448,La1Fe0.8Zn0.2As1F0.15O0.85,25.5
4591,La1Fe1As1F0.13O0.87,25.4
5019,La0.85Sr0.15Fe1As1O1,25.4
5025,Y0.6Pr0.4Ba2Cu3O6.66,25.4
5160,La1Fe0.95Zn0.05As1F0.1O0.9,25.4
298,La1.843Ba0.157Cu1O4,25.3
1452,Mg0.815Al0.185B2,25.3
1946,La0.8Y0.2Fe0.99Mn0.01As1F0.11O0.89,25.3
3053,Y0.7Pr0.3Ba2Cu3O6.75,25.2
4815,Nd1Fe1As0.5P0.5F0.1O0.9,25.2
5463,La1.85Sr0.15Cu0.99Co0.01O4,25.2
5490,La1Fe1As1F0.07O0.93,25.2
2694,La1.8Nd0.2Cu1O4.0641,25.1
2447,La1Fe1As1F0.1O0.9,25.06153846
104,La1.913Sr0.087Cu1O4,25
784,Y1Ba2Cu3.925Zn0.075O8,25
846,Y1Ba2Cu2.775Zn0.225O6.93,25
948,La1.825Sr0.175Cu0.985Ni0.015O4,25
1937,La1.782Sr0.218Cu1O4,25
2441,Sr2Cu1C0.92B0.08O5,25
3100,Ca1.843Na0.157Cu1Cl2O2,25
3296,Nd1.85Ce0.15Cu1O4.014,25
3399,La1.7Sm0.3Cu1O4,25
3799,Ca0.4Na0.6Fe2As2,25
3810,Y1Ba2Cu2.95Zn0.05O6.7,25
4057,La1.83Sr0.17Cu0.99Zn0.01O4,25
4252,Y0.8Pr0.2Ba2Cu2.7Fe0.3O7.1,25
4569,La1.84Sr0.16Cu0.987Ni0.013O4,25
4734,La1.9Sm0.1Cu1O4,25
4744,Y1Ba2Cu2.95Zn0.05O6.69,25
4831,Y1Ba2Cu2.95Zn0.05O6.63,25
5290,Y1Ba2Cu2.91Zn0.09O6.73,25
5476,Ba1Fe1.87Co0.13As2,25
2812,La1.922Ba0.078Cu1O4,24.95
405,Ba1Fe1.886Rh0.114As2,24.9
4637,La0.8Sr0.2Fe1As1O1,24.9
1462,Bi1Ga1Sr1.8Ca1.2Cu2O8,24.8
618,Sm1Fe1As1F0.13O0.87,24.7
5655,La1.855Sr0.145Cu0.99Zn0.01O4,24.7
1383,La1Fe0.4Zn0.6As1F0.15O0.85,24.6
2229,La0.9Sr0.1Fe1As1O1,24.6
2489,Mg0.764Au0.236B2,24.5
3015,Ba1Fe1.6Ir0.4As2,24.5
4349,Ba0.39K0.61Fe2As2,24.5
4440,La1Fe0.9875Co0.0125As1F0.11O0.89,24.5
1212,La1Fe1As1O0.6,24.4
569,Ba1Fe1.885Co0.115As2,24.3
1663,La1.88Ce0.12Cu1O4,24.3
5663,La1.895Ce0.105Cu1O4,24.3
505,Ca1.85Na0.15Cu1Cl2O2,24.225
2279,Sr1Fe1.57Ir0.43As2,24.2
4755,Ba0.3Na0.7Fe2As2,24.2
5593,La1Fe1As0.4P0.6F0.05O0.95,24.12
1599,La0.9Y0.1Fe0.995Mn0.005As1F0.11O0.89,24.1
1878,Y0.4Pr0.6Ba1Sr1Cu3O8.9,24.1
3191,Ba1Fe1.9Pt0.1As2,24.1
32,La1.88Ca0.12Cu1O4,24
304,La1.815Sr0.185Cu0.99Zn0.01O4,24
573,Nd1.85Ce0.15Cu1O3.93,24
575,Y0.8Ca0.2Ba2Cu3O6,24
698,La0.8Pr0.2Ba1.5Sr0.5Cu3O6.906,24
745,Mg0.71Al0.29B2,24
1169,Y1Sr1.4Ba0.6Cu2.5B0.5O7,24
1178,Ba1.6Sr0.4Yb0.75Ca0.25Cu3O6.19,24
1840,Ca1.8K0.2Cu1Cl2O2,24
1961,Ca1.65Na0.35Cu1Br1Cl1O2,24
1990,La1.925Ba0.075Cu1O4,24
2706,Ba1Fe1.878Co0.122As2,24
2783,Y1Ba2Cu2.919Zn0.081O6.8,24
3167,Y1Ba2Cu2.95Zn0.05O6.56,24
3376,Ca1.7K0.3Cu1Cl2O2,24
4001,La1Ba1Ca1Cu2.6Ni0.4O6.854,24
4021,Ba0.737K0.263Fe2As2,24
4144,Bi2Sr1.76La0.24Cu1O6,24
5343,Eu0.5Ca0.5Fe2As2,24
2600,La1Fe1As1H0.4O0.6,23.9
2690,La1Fe0.2Zn0.8As1F0.15O0.85,23.9
5116,La1.875Ca0.125Cu1O4,23.85
319,Ba0.68Na0.32Fe2As2,23.8
2860,Ba0.7Na0.3Fe2As2,23.8
5599,La1Fe0.99975Mn0.00025As1F0.11O0.89,23.8
5646,La1.9Sr0.1Cu0.9975Zn0.0025O4,23.655
4137,La1Fe0.9Ru0.1As1F0.11O0.89,23.65
1998,Pr1.96Ce0.04Cu1O4,23.6
2834,La1.8Sr0.2Cu0.9883Zn0.0117O4,23.6
4102,La1Fe0.85Ru0.15As1F0.11O0.89,23.6
5215,La1.877Ba0.123Cu1O4,23.6
5321,La1Fe1As0.9P0.1F0.05O0.95,23.6
1099,Ba1Fe1.85Co0.15As2,23.525
2497,Ru1Sr2Gd0.91Nd0.09Cu2O8,23.5
2847,Ca1.7Na0.3Cu1Br1Cl1O2,23.5
3614,La1.801Ba0.199Cu1O4,23.5
3665,Y0.7Zn0.3Ba2Cu3O7,23.5
4241,Ba0.78K0.22Fe2As2,23.5
5053,Ce1Fe0.95Co0.05As1F0.1O0.9,23.5
5672,Y0.55Pr0.45Ba2Cu3O6.8,23.5
3761,Ba1Fe1.874Co0.126As2,23.45
2076,Ba1Fe1.85Pt0.15As2,23.4
2392,Pr1Fe1As0.6P0.4F0.1O0.9,23.4
5514,Sm0.8Pr0.2Ba2Cu3O6.75,23.4
4706,La1Fe1As1F0.05O0.95,23.304
164,Sm1Fe0.95Zn0.05As1F0.2O0.8,23.3
4814,Ba0.9Rb0.1Fe2As2,23.3
4339,Ba1Fe1.89Co0.11As2,23.25
1902,La1.85Sr0.15Cu0.989Zn0.011O4,23.2
5602,Bi2Sr1.6La0.4Cu1O6.32,23.2
146,La1.82Ba0.18Cu1O4,23.1
1611,Bi2Sr1.6Nd0.4Cu1O6.32,23.1
51,Y0.4Pr0.6Ba0.75Sr1.25Cu3O6.92,23
